epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,948.74,1.57897,2.01871,2.24523,0.65294,0.61162,0.71519,0.44503,1.15976,1.47962,1.99465,0.0080398,0.0080398,0.0080398
101,958.1,1.5638,1.87465,2.23295,0.5686,0.58352,0.64442,0.39947,1.1748,1.59952,2.0029,0.00802,0.00802,0.00802
102,967.425,1.50651,2.0031,2.25229,0.44216,0.57461,0.58325,0.38897,1.17884,1.72361,1.99909,0.0080002,0.0080002,0.0080002
103,976.64,1.57376,1.89088,2.24465,0.40803,0.58889,0.67673,0.43483,1.17255,1.62557,1.96509,0.0079804,0.0079804,0.0079804
104,985.82,1.50653,1.97103,2.1621,0.62857,0.44253,0.64321,0.45511,1.12885,1.5311,1.94647,0.0079606,0.0079606,0.0079606
105,995.051,1.64001,1.96949,2.22726,0.50544,0.42884,0.53511,0.34407,1.41866,1.84389,2.1973,0.0079408,0.0079408,0.0079408
106,1004.21,1.61963,1.87441,2.22696,0.52399,0.60707,0.61574,0.42032,1.19581,1.60034,1.99332,0.007921,0.007921,0.007921
107,1013.46,1.58665,1.89236,2.10656,0.50966,0.61162,0.70132,0.47312,1.11687,1.46349,1.92288,0.0079012,0.0079012,0.0079012
108,1022.77,1.51751,1.85928,2.13052,0.43235,0.63889,0.66236,0.42721,1.2287,1.76513,2.01503,0.0078814,0.0078814,0.0078814
109,1031.99,1.52819,1.88854,2.21073,0.29417,0.74693,0.5124,0.2784,1.45416,2.29658,2.21561,0.0078616,0.0078616,0.0078616
110,1041.23,1.48047,1.78416,2.22519,0.45706,0.40843,0.56047,0.27726,1.58941,2.14208,2.29275,0.0078418,0.0078418,0.0078418
111,1050.3,1.52616,1.83277,2.21818,0.45706,0.40843,0.56047,0.27726,1.58941,2.14208,2.29275,0.007822,0.007822,0.007822
112,1059.55,1.50776,1.80538,2.12952,0.54843,0.69111,0.61881,0.37455,1.32501,1.72534,2.07161,0.0078022,0.0078022,0.0078022
113,1068.92,1.47457,1.86117,2.05783,0.49834,0.74424,0.66188,0.44234,1.19579,1.5562,2.0018,0.0077824,0.0077824,0.0077824
114,1078.02,1.48018,1.91491,2.11135,0.76528,0.52664,0.69369,0.50471,1.13662,1.40157,1.96576,0.0077626,0.0077626,0.0077626
115,1087.24,1.51642,1.88517,2.06649,0.5871,0.71009,0.75448,0.5406,1.10041,1.3285,1.9449,0.0077428,0.0077428,0.0077428
116,1096.44,1.51626,1.85536,2.15997,0.80993,0.52777,0.72897,0.53731,1.07485,1.35528,1.94717,0.007723,0.007723,0.007723
117,1105.71,1.43407,1.80732,2.10458,0.77667,0.50506,0.71045,0.52953,1.12194,1.46672,1.98813,0.0077032,0.0077032,0.0077032
118,1114.98,1.53221,1.91856,2.16909,0.73716,0.47133,0.67547,0.44358,1.29831,1.5215,2.07181,0.0076834,0.0076834,0.0076834
119,1124.16,1.42515,1.73759,2.09725,0.61801,0.41703,0.60735,0.32798,1.59863,1.70362,2.40022,0.0076636,0.0076636,0.0076636
120,1133.39,1.49584,1.7624,2.16943,0.58439,0.54458,0.6699,0.40105,1.3729,1.46997,2.15453,0.0076438,0.0076438,0.0076438
121,1142.63,1.45606,1.81148,2.07976,0.58439,0.54458,0.6699,0.40105,1.3729,1.46997,2.15453,0.007624,0.007624,0.007624
122,1151.87,1.41159,1.79166,2.12377,0.65366,0.49317,0.68004,0.43851,1.26336,1.44781,2.08579,0.0076042,0.0076042,0.0076042
123,1161.13,1.49844,1.82228,2.12113,0.63423,0.65059,0.72865,0.4991,1.12263,1.35309,1.94479,0.0075844,0.0075844,0.0075844
124,1170.45,1.45931,1.70651,2.10353,0.83947,0.49051,0.71926,0.47058,1.27855,1.44836,2.0744,0.0075646,0.0075646,0.0075646
125,1179.72,1.42157,1.71173,2.0498,0.82487,0.53393,0.70248,0.44797,1.23325,1.50112,2.02613,0.0075448,0.0075448,0.0075448
126,1188.86,1.39269,1.67684,2.0951,0.75595,0.52071,0.70114,0.45302,1.2307,1.5855,2.00197,0.007525,0.007525,0.007525
127,1198.28,1.36746,1.61825,1.97869,0.58123,0.65903,0.70418,0.49043,1.07524,1.62047,1.82659,0.0075052,0.0075052,0.0075052
128,1207.51,1.49339,1.76971,2.11178,0.84239,0.54599,0.73368,0.513,1.00325,1.37364,1.80315,0.0074854,0.0074854,0.0074854
129,1216.74,1.34578,1.65262,1.99706,0.49464,0.68043,0.71374,0.50503,1.08316,1.35083,1.87949,0.0074656,0.0074656,0.0074656
130,1226.04,1.39648,1.70604,2.03885,0.50429,0.81131,0.73497,0.54794,1.04668,1.33884,1.7966,0.0074458,0.0074458,0.0074458
131,1235.3,1.4885,1.88588,2.07966,0.75423,0.51843,0.70931,0.53436,1.05265,1.39807,1.79368,0.007426,0.007426,0.007426
132,1244.58,1.3116,1.62397,1.95209,0.75423,0.51843,0.70931,0.53436,1.05265,1.39807,1.79368,0.0074062,0.0074062,0.0074062
133,1253.79,1.41154,1.85316,2.01629,0.76391,0.54116,0.70982,0.5157,1.11048,1.45504,1.84914,0.0073864,0.0073864,0.0073864
134,1263.09,1.33578,1.6443,1.97073,0.5032,0.81843,0.71686,0.51649,1.10967,1.29286,1.8343,0.0073666,0.0073666,0.0073666
135,1272.31,1.31283,1.55939,1.99334,0.42344,0.77464,0.69484,0.50895,1.10458,1.44441,1.83905,0.0073468,0.0073468,0.0073468
136,1281.56,1.3724,1.60017,2.01268,0.42249,0.77233,0.73003,0.53415,1.03745,1.43248,1.7646,0.007327,0.007327,0.007327
137,1290.86,1.35491,1.67781,1.99197,0.49442,0.82626,0.73289,0.55261,0.98663,1.25407,1.74792,0.0073072,0.0073072,0.0073072
138,1300.07,1.42744,1.74216,2.07154,0.61089,0.74855,0.75352,0.55939,0.98683,1.1993,1.74846,0.0072874,0.0072874,0.0072874
139,1309.45,1.38188,1.60355,2.04339,0.51826,0.82117,0.73853,0.53206,1.13431,1.24722,1.85953,0.0072676,0.0072676,0.0072676
140,1318.75,1.33327,1.61693,1.97996,0.6995,0.63568,0.77307,0.5468,1.09727,1.2494,1.835,0.0072478,0.0072478,0.0072478
141,1328.04,1.35474,1.55082,1.94832,0.60872,0.70106,0.77109,0.54586,1.07086,1.23637,1.80738,0.007228,0.007228,0.007228
142,1337.38,1.33023,1.52432,1.97895,0.60872,0.70106,0.77109,0.54586,1.07086,1.23637,1.80738,0.0072082,0.0072082,0.0072082
143,1346.69,1.32868,1.50037,1.94187,0.57804,0.75228,0.7896,0.53367,1.15864,1.31215,1.89477,0.0071884,0.0071884,0.0071884
144,1355.98,1.50046,1.72637,2.1437,0.78023,0.6652,0.81424,0.58059,1.06311,1.37931,1.84565,0.0071686,0.0071686,0.0071686
145,1365.25,1.27578,1.53252,1.97001,0.63277,0.72838,0.80222,0.56323,1.03849,1.41555,1.82242,0.0071488,0.0071488,0.0071488
146,1374.38,1.35188,1.5253,1.95291,0.66998,0.72743,0.82438,0.5807,1.07847,1.22185,1.8727,0.007129,0.007129,0.007129
147,1383.67,1.43556,1.54064,2.04144,0.81882,0.70253,0.85109,0.62355,1.06224,1.16431,1.84641,0.0071092,0.0071092,0.0071092
148,1392.86,1.32218,1.57579,1.95711,0.56903,0.74595,0.74205,0.49951,1.1948,1.4419,1.94161,0.0070894,0.0070894,0.0070894
149,1402.06,1.38955,1.54194,2.06038,0.6556,0.7554,0.79082,0.57901,1.05405,1.31709,1.84641,0.0070696,0.0070696,0.0070696
150,1411.34,1.38123,1.52237,1.96474,0.753,0.68701,0.83094,0.61645,1.01147,1.26647,1.79699,0.0070498,0.0070498,0.0070498
151,1420.61,1.35269,1.54928,1.94788,0.62808,0.81307,0.84243,0.62941,1.01128,1.22566,1.79422,0.00703,0.00703,0.00703
152,1429.97,1.28088,1.50323,1.88207,0.75367,0.6351,0.87383,0.67208,1.01052,1.22542,1.77285,0.0070102,0.0070102,0.0070102
153,1439.13,1.23929,1.36597,1.86708,0.75367,0.6351,0.87383,0.67208,1.01052,1.22542,1.77285,0.0069904,0.0069904,0.0069904
154,1448.48,1.44066,1.58972,2.00739,0.86403,0.65939,0.86382,0.61802,1.06314,1.16451,1.82577,0.0069706,0.0069706,0.0069706
155,1457.66,1.4252,1.54296,1.98147,0.67779,0.79793,0.85193,0.62063,1.00007,1.15023,1.77231,0.0069508,0.0069508,0.0069508
156,1466.92,1.28808,1.44304,1.92484,0.57616,0.70253,0.74697,0.57161,1.05677,1.33153,1.84212,0.006931,0.006931,0.006931
157,1476.19,1.24782,1.40739,1.90243,0.63819,0.56154,0.52194,0.27877,1.67066,2.08005,2.39329,0.0069112,0.0069112,0.0069112
158,1485.55,1.33585,1.5718,1.95682,0.64187,0.67753,0.63563,0.38981,1.34843,1.72012,2.07517,0.0068914,0.0068914,0.0068914
159,1494.82,1.49809,1.67133,2.10484,0.62105,0.74741,0.80316,0.55808,1.0852,1.35628,1.84922,0.0068716,0.0068716,0.0068716
160,1504.07,1.46503,1.616,2.07379,0.77451,0.54864,0.76558,0.52005,1.12496,1.40919,1.87798,0.0068518,0.0068518,0.0068518
161,1513.46,1.34623,1.48853,1.95096,0.83016,0.55061,0.70124,0.48311,1.22132,1.57449,1.97871,0.006832,0.006832,0.006832
162,1522.72,1.23083,1.4348,1.89333,0.87444,0.54293,0.75723,0.55196,1.08422,1.43733,1.84852,0.0068122,0.0068122,0.0068122
163,1531.9,1.36399,1.50731,1.9804,0.87444,0.54293,0.75723,0.55196,1.08422,1.43733,1.84852,0.0067924,0.0067924,0.0067924
164,1541.16,1.27084,1.44916,1.93199,0.94902,0.56375,0.84618,0.61848,1.01038,1.21259,1.79051,0.0067726,0.0067726,0.0067726
165,1550.48,1.32308,1.48313,1.91036,0.71942,0.68539,0.85472,0.61973,0.97352,1.13961,1.7253,0.0067528,0.0067528,0.0067528
166,1559.75,1.29514,1.42175,1.81094,0.77944,0.63133,0.85752,0.60603,1.01576,1.11971,1.75574,0.006733,0.006733,0.006733
167,1568.99,1.35274,1.45228,1.95457,0.70554,0.75863,0.9075,0.67723,0.94873,1.04785,1.69343,0.0067132,0.0067132,0.0067132
168,1578.18,1.32318,1.4759,1.98788,0.77666,0.63432,0.89171,0.68301,0.94633,1.03928,1.69659,0.0066934,0.0066934,0.0066934
169,1587.47,1.29763,1.39813,1.9569,0.6166,0.8635,0.87157,0.67783,0.95164,1.02684,1.71006,0.0066736,0.0066736,0.0066736
170,1596.68,1.20705,1.34289,1.77154,0.74409,0.79848,0.85066,0.66044,0.97716,1.06998,1.74785,0.0066538,0.0066538,0.0066538
171,1605.92,1.2133,1.26882,1.79807,0.94029,0.35253,0.4883,0.21724,1.87396,2.41262,2.78447,0.006634,0.006634,0.006634
172,1615.28,1.20828,1.41528,1.79775,0.69562,0.40682,0.57241,0.32221,1.58468,1.93291,2.41793,0.0066142,0.0066142,0.0066142
173,1624.62,1.2677,1.39017,1.76185,0.79767,0.74798,0.84832,0.65351,0.989,1.02111,1.74223,0.0065944,0.0065944,0.0065944
174,1633.78,1.23379,1.27885,1.85136,0.79767,0.74798,0.84832,0.65351,0.989,1.02111,1.74223,0.0065746,0.0065746,0.0065746
